Quote,Author,Tags,Authors_info,Wikipedia_link
When we are no longer able to change a situation - we are challenged to change ourselves.,Viktor E. Frankl,"Inspirational, Change, Positive ",,https://en.wikipedia.org/wiki/Viktor_E._Frankl
Education is for improving the lives of others and for leaving your community and world better than you found it.,Marian Wright Edelman,"Education, Learning, Community ","Marian Wright Edelman (born June 6, 1939) is an American activist for the rights of children. She has been an advocate for disadvantaged Americans for her entire professional life.",https://en.wikipedia.org/wiki/Marian_Wright_Edelman
"A person who is nice to you, but rude to the waiter, is not a nice person.",Dave Barry,"Inspirational, Motivational, Respect ","David McAlister Barry (born July 3, 1947) is an American author and columnist who wrote a nationally syndicated humor column for the Miami Herald from 1983 to 2005. He has also written numerous books of humor and parody, as well as comic novels.",https://en.wikipedia.org/wiki/Dave_Barry
"There is no death, only a change of worlds.",Chief Seattle,"Change, Sympathy, Native American ","Chief Seattle (c. 1786 – June 7, 1866) was a Suquamish and Duwamish chief. A leading figure among his people, he pursued a path of accommodation to white settlers, forming a personal relationship with ""Doc"" Maynard.",https://en.wikipedia.org/wiki/Chief_Seattle
"Success is nothing more than a few simple disciplines, practiced every day.",Jim Rohn,"Inspiring, Success, Life And Love ","Emanuel James ""Jim"" Rohn (September 17, 1930 – December 5, 2009) was an American entrepreneur, author and motivational speaker.",https://en.wikipedia.org/wiki/Jim_Rohn
I attribute my success to this - I never gave or took any excuse.,Florence Nightingale,"Inspirational, Life, Motivational ","Florence Nightingale,  (; 12 May 1820 – 13 August 1910) was an English social reformer and statistician, and the founder of modern nursing.",https://en.wikipedia.org/wiki/Florence_Nightingale
"If there must be trouble, let it be in my day, that my child may have peace.",Thomas Paine,"Veterans Day, Time, Peace ","Thomas Paine (born Thomas Pain) (February 9, 1737 [O.S. January 29, 1736]  – June 8, 1809) was an English-born American political activist, philosopher, political theorist and revolutionary.",https://en.wikipedia.org/wiki/Thomas_Paine
"I have learned over the years that when one's mind is made up, this diminishes fear; knowing what must be done does away with fear.",Rosa Parks,"Inspirational, Positive, Inspiring ","Rosa Louise McCauley Parks (February 4, 1913 – October 24, 2005) was an American activist in the civil rights movement best known for her pivotal role in the Montgomery Bus Boycott.",https://en.wikipedia.org/wiki/Rosa_Parks
Security is mostly a superstition. It does not exist in nature.,Helen Keller,"Death, Spiritual, Courage ","Helen Adams Keller (June 27, 1880 – June 1, 1968) was an American author, political activist, and lecturer.",https://en.wikipedia.org/wiki/Helen_Keller
"I am always doing that which I cannot do, in order that I may learn how to do it.",Pablo Picasso,"Inspirational, Life, Success ","Pablo Ruiz Picasso (; Spanish: [ˈpaβlo piˈkaso]; 25 October 1881 – 8 April 1973) was a Spanish painter, sculptor, printmaker, ceramicist, stage designer, poet and playwright who spent most of his adult life in France.",https://en.wikipedia.org/wiki/Pablo_Picasso
"If you're offered a seat on a rocket ship, don't ask what seat! Just get on.",Sheryl Sandberg,"Inspirational, Life, Motivational ","Sheryl Kara Sandberg (born August 28, 1969) is an American technology executive, activist, author, and billionaire.",https://en.wikipedia.org/wiki/Sheryl_Sandberg
The beautiful thing about learning is nobody can take it away from you.,B. B. King,"Love, Inspirational, Life ",,https://en.wikipedia.org/wiki/B._B._King
Don't be distracted by criticism. Remember ~ the only taste of success some people have is when they take a bite out of you.,Zig Ziglar,"Inspirational, Motivational, Encouraging ","Hilary Hinton ""Zig"" Ziglar (November 6, 1926 – November 28, 2012) was an American author, salesman, and motivational speaker.",https://en.wikipedia.org/wiki/Zig_Ziglar
It's not your job to like me - it's mine,Byron Katie,"Inspiring, Boyfriend, Strong Women ","Byron Kathleen Mitchell, better known as Byron Katie (born December 6, 1942) is an American speaker and author who teaches a method of self-inquiry known as ""The Work of Byron Katie"" or simply as ""The Work"".",https://en.wikipedia.org/wiki/Byron_Katie
You cannot escape the responsibility of tomorrow by evading it today.,Abraham Lincoln,"Inspirational, Basketball, Peace ","Abraham Lincoln (February 12, 1809 – April 15, 1865) was an American lawyer and politician. He served as the 16th president of the United States from 1861 until his assassination in April 1865. Lincoln led the nation through the Civil War, its bloodiest war and its greatest moral, constitutional, and political crisis.",https://en.wikipedia.org/wiki/Abraham_Lincoln
"Aging is not ""lost youth"" but a new stage of opportunity and strength.",Betty Friedan,"Birthday, Strength, Inspiring ","Betty Friedan ( February 4, 1921 – February 4, 2006) was an American feminist writer and activist. A leading figure in the women's movement in the United States, her 1963 book The Feminine Mystique is often credited with sparking the second wave of American feminism in the 20th century.",https://en.wikipedia.org/wiki/Betty_Friedan
"We gain strength, and courage, and confidence by each experience in which we really stop to look fear in the face... we must do that which we think we cannot.",Eleanor Roosevelt,"Inspirational, Life, Motivational ","Anna Eleanor Roosevelt (; October 11, 1884 – November 7, 1962) was an American political figure, diplomat and activist.",https://en.wikipedia.org/wiki/Eleanor_Roosevelt
"Gratitude makes sense of our past, brings peace for today, and creates a vision for tomorrow.",Melody Beattie,"Happiness, Thanksgiving, Thank You ",Melody Beattie is an American author of self-help books on codependent relationships.,https://en.wikipedia.org/wiki/Melody_Beattie
Far and away the best prize that life has to offer is the chance to work hard at work worth doing.,Theodore Roosevelt,"Inspirational, Life, Motivational ","Theodore  Roosevelt Jr. ( ROH-zə-velt; October 27, 1858 – January 6, 1919) was an American statesman, conservationist and writer who served as the 26th president of the United States from 1901 to 1909. He previously served as the 25th vice president of the United States from March to September 1901 and as the 33rd governor of New York from 1899 to 1900. As a leader of the Republican Party during this time, he became a driving force for the Progressive Era in the United States in the early 20th century.",https://en.wikipedia.org/wiki/Theodore_Roosevelt
It is better to look ahead and prepare than to look back and regret.,Jackie Joyner-Kersee,"Inspirational, Motivational, Success ","Jacqueline ""Jackie"" Joyner-Kersee (born March 3, 1962) is an American retired track and field athlete, ranked among the all-time greatest athletes in the heptathlon as well as  long jump.",https://en.wikipedia.org/wiki/Jackie_Joyner-Kersee
"One good thing about music, when it hits you, you feel no pain.",Bob Marley,"Funny, Music, Wisdom ","Robert Nesta Marley, OM (6 February 1945 – 11 May  1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska, and rocksteady in his compositions.",https://en.wikipedia.org/wiki/Bob_Marley
Happiness in intelligent people is the rarest thing I know.,Ernest Hemingway,"Life, Happiness, Happy ","Ernest Miller Hemingway (July 21, 1899 – July 2, 1961) was an American journalist, novelist, and short-story writer.",https://en.wikipedia.org/wiki/Ernest_Hemingway
"Fame is a vapor, popularity an accident, and riches take wings. Only one thing endures and that is character.",Horace Greeley,"Wisdom, Character, Wings ","Horace Greeley (February 3, 1811 – November 29, 1872) was an American author and statesman who was the founder and editor of the New-York Tribune, among the great newspapers of its time.",https://en.wikipedia.org/wiki/Horace_Greeley
"Develop an attitude of gratitude, and give thanks for everything that happens to you, knowing that every step forward is a step toward achieving something bigger and better than your current situation.",Brian Tracy,"Thankful, Gratitude, Appreciation ","Brian Tracy (born January 5, 1944) is a Canadian-American motivational public speaker and self-development author.",https://en.wikipedia.org/wiki/Brian_Tracy
"Perfection is not attainable, but if we chase perfection we can catch excellence.",Vince Lombardi,"Inspirational, Life, Motivational ","Vincent Thomas Lombardi (June 11, 1913 – September 3, 1970) was an American football player, coach, and executive in the National Football League (NFL).",https://en.wikipedia.org/wiki/Vince_Lombardi
"I hated every minute of training, but I said, 'Don't quit. Suffer now and live the rest of your life as a champion.'",Muhammad Ali,"Inspirational, Motivational, Sports ","Muhammad Ali (; born Cassius Marcellus Clay Jr.; January 17, 1942 – June 3, 2016) was an American professional boxer, activist, and philanthropist.",https://en.wikipedia.org/wiki/Muhammad_Ali
"For every failure, there's an alternative course of action. You just have to find it. When you come to a roadblock, take a detour.",Mary Kay Ash,"Inspiring, Success, Failure ","Mary Kay Ash (May 12, 1918 – November 22, 2001) was an American businesswoman and founder of Mary Kay Cosmetics, Inc.",https://en.wikipedia.org/wiki/Mary_Kay_Ash
"Life is 10 percent what you make it, and 90 percent how you take it.",Irving Berlin,"Life, Veterans Day, Attitude ","Irving Berlin (born Israel Beilin (Russian: Израиль Моисеевич Бейлин) May 23 [O.S. May 11] 1888 – September 22, 1989) was an American composer and lyricist, widely considered one of the greatest songwriters in American history.",https://en.wikipedia.org/wiki/Irving_Berlin
The best way to make your dreams come true is to wake up.,Paul Valery,"Inspirational, Motivational, Positive ","Ambroise Paul Toussaint Jules Valéry (French: [pɔl valeʁi]; 30 October 1871 – 20 July 1945) was a French poet, essayist, and philosopher.",https://en.wikipedia.org/wiki/Paul_Val%C3%A9ry
"My heroes are the ones who survived doing it wrong, who made mistakes, but recovered from them.",Bono,"Love, Inspirational, Motivational ","The bonobo (; Pan paniscus), also historically called the pygmy chimpanzee and less often, the dwarf or gracile chimpanzee, is an endangered great ape and one of the two species making up the genus Pan; the other being the common chimpanzee (Pan troglodytes).",https://en.wikipedia.org/wiki/Bonobo
